City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
157,Nanortalik,GL,2021-03-21 16:37:44,60.1432,-45.2371,24.87,76,100,30.56
158,Bethel,US,2021-03-21 16:37:44,41.3712,-73.414,59.0,24,0,0.6
159,East London,ZA,2021-03-21 16:37:44,-33.0153,27.9116,66.2,63,0,18.41
160,Chokurdakh,RU,2021-03-21 16:37:45,70.6333,147.9167,-13.27,79,26,4.76
161,Svetlaya,RU,2021-03-21 16:37:45,46.5389,138.3297,27.28,89,100,11.14
162,Puerto Ayacucho,VE,2021-03-21 16:37:46,5.6639,-67.6236,97.48,34,65,1.43
163,Isangel,VU,2021-03-21 16:37:46,-19.55,169.2667,75.2,94,75,9.86
164,Grindavik,IS,2021-03-21 16:37:46,63.8424,-22.4338,44.6,87,90,31.07
165,Pochutla,MX,2021-03-21 16:37:47,15.7432,-96.4661,87.01,65,40,7.76
166,Ponta Do Sol,PT,2021-03-21 16:37:48,32.6667,-17.1,62.6,48,75,10.36
167,Tuktoyaktuk,CA,2021-03-21 16:37:48,69.4541,-133.0374,-22.0,76,75,5.75
168,White Oak,US,2021-03-21 16:37:49,39.2131,-84.5994,62.01,23,1,3.44
169,Laguna,US,2021-03-21 16:37:49,38.421,-121.4238,51.01,71,1,10.36
170,Kabwe,ZM,2021-03-21 16:37:50,-14.4469,28.4464,67.55,96,15,6.15
171,Dunedin,NZ,2021-03-21 16:35:29,-45.8742,170.5036,55.0,80,84,4.0
172,Hofn,IS,2021-03-21 16:37:50,64.2539,-15.2082,46.4,87,40,27.63
173,Bathsheba,BB,2021-03-21 16:37:50,13.2167,-59.5167,84.2,51,20,21.85
174,Port Lincoln,AU,2021-03-21 16:37:51,-34.7333,135.8667,67.46,79,14,9.01
175,Katsuura,JP,2021-03-21 16:37:51,35.1333,140.3,63.0,74,100,1.01
176,Kattivakkam,IN,2021-03-21 16:37:51,13.2167,80.3167,82.4,69,75,4.61
177,Santa Maria A Vico,IT,2021-03-21 16:37:52,41.0255,14.4654,50.0,40,20,19.57
178,Adrar,MR,2021-03-21 16:37:52,20.5022,-10.0711,84.11,12,0,9.51
179,Yarmouth,US,2021-03-21 16:37:53,41.7057,-70.2286,53.6,35,1,6.91
180,San Jeronimito,MX,2021-03-21 16:37:53,17.55,-101.3333,84.2,65,1,5.99
181,Asau,RO,2021-03-21 16:37:54,46.4333,26.4,42.8,61,0,13.8
182,Omboue,GA,2021-03-21 16:37:54,-1.5746,9.2618,81.0,80,76,7.74
183,Graaff-Reinet,ZA,2021-03-21 16:37:54,-32.2522,24.5308,71.01,44,0,4.0
184,Kerchevskiy,RU,2021-03-21 16:37:55,59.946,56.2884,14.45,91,92,5.61
185,Kalmunai,LK,2021-03-21 16:37:55,7.4167,81.8167,79.77,78,100,4.0
186,Byron Bay,AU,2021-03-21 16:37:56,-28.65,153.6167,69.8,94,90,13.8
187,Filadelfia,US,2021-03-21 16:37:47,39.9523,-75.1638,63.0,28,20,5.75
188,Saint Anthony,US,2021-03-21 16:37:56,45.0205,-93.218,57.2,41,1,24.16
189,Wasilla,US,2021-03-21 16:37:56,61.5814,-149.4394,8.01,77,1,3.44
190,Castro,BR,2021-03-21 16:37:57,-24.7911,-50.0119,77.04,78,79,5.53
191,Quatre Cocos,MU,2021-03-21 16:37:57,-20.2078,57.7625,81.0,89,75,11.5
192,San Lazaro,BZ,2021-03-21 16:37:58,18.0387,-88.6622,80.01,73,40,8.05
193,Buraydah,SA,2021-03-21 16:36:23,26.326,43.975,84.2,28,0,3.44
194,Chuy,UY,2021-03-21 16:37:58,-33.6971,-53.4616,73.81,71,85,13.73
195,Namibe,AO,2021-03-21 16:37:59,-15.1961,12.1522,78.8,69,75,12.66
196,Hilo,US,2021-03-21 16:37:59,19.7297,-155.09,66.2,88,90,6.91
197,Narsaq,GL,2021-03-21 16:37:59,60.9167,-46.05,24.8,74,75,13.8
198,Banes,CU,2021-03-21 16:38:00,20.9625,-75.7186,86.0,48,40,6.91
199,Luderitz,NA,2021-03-21 16:38:00,-26.6481,15.1594,71.15,63,0,18.48
200,Geraldton,AU,2021-03-21 16:34:25,-28.7667,114.6,71.6,94,0,4.61
201,Bow Island,CA,2021-03-21 16:38:01,49.8668,-111.3684,32.0,64,85,1.14
202,Plettenberg Bay,ZA,2021-03-21 16:38:01,-34.0527,23.3716,61.84,73,62,4.38
203,Camabatela,AO,2021-03-21 16:38:02,-8.1881,15.375,65.35,97,100,4.18
204,Maturin,VE,2021-03-21 16:37:50,9.75,-63.1767,88.18,48,38,10.71
205,Beringovskiy,RU,2021-03-21 16:38:02,63.05,179.3167,-1.77,91,100,7.09
206,Mar Del Plata,AR,2021-03-21 16:38:02,-38.0023,-57.5575,64.4,72,75,13.8
207,Amapa,BR,2021-03-21 16:38:03,1.0,-52.0,79.27,84,60,2.57
208,Severo-Kurilsk,RU,2021-03-21 16:38:03,50.6789,156.125,25.11,82,100,15.68
209,Lagoa,PT,2021-03-21 16:38:03,39.05,-27.9833,58.84,73,100,10.47
210,Vanimo,PG,2021-03-21 16:38:04,-2.6741,141.3028,78.1,86,86,2.98
211,Longyearbyen,SJ,2021-03-21 16:38:04,78.2186,15.6401,17.6,67,75,20.71
212,Homestead,US,2021-03-21 16:38:04,25.4687,-80.4776,72.0,64,90,10.36
213,Taloqan,AF,2021-03-21 16:38:04,36.7361,69.5345,54.14,77,26,0.43
214,Camocim,BR,2021-03-21 16:38:05,-2.9022,-40.8411,81.52,81,67,11.32
215,Jasper,US,2021-03-21 16:38:05,37.2001,-94.3502,60.01,55,1,18.41
216,Butaritari,KI,2021-03-21 16:38:06,3.0707,172.7902,81.5,78,83,13.94
217,Alta Gracia,AR,2021-03-21 16:38:06,-31.6529,-64.4283,79.0,40,0,1.99
218,Ribeira Grande,PT,2021-03-21 16:38:06,38.5167,-28.7,62.6,77,40,12.66
219,Abu Kamal,SY,2021-03-21 16:38:07,34.4506,40.9171,71.24,26,0,7.34
220,Angola,AO,2021-03-21 16:38:07,-12.5,18.5,67.17,85,39,2.26
221,Kahului,US,2021-03-21 16:38:07,20.8947,-156.47,66.2,100,40,17.27
222,Lebu,CL,2021-03-21 16:38:08,-37.6167,-73.65,64.06,59,0,4.7
223,Iqaluit,CA,2021-03-21 16:38:08,63.7506,-68.5145,-9.0,64,75,3.44
224,Nosy Varika,MG,2021-03-21 16:38:09,-20.5833,48.5333,78.04,82,74,1.95
225,Itanagar,IN,2021-03-21 16:38:09,27.1,93.6167,71.6,78,40,5.75
226,Port Elizabeth,ZA,2021-03-21 16:38:09,-33.918,25.5701,66.2,68,0,12.66
227,Hamilton,US,2021-03-21 16:36:57,39.1834,-84.5333,62.01,30,1,3.65
228,Kavieng,PG,2021-03-21 16:38:10,-2.5744,150.7967,82.44,74,100,5.61
229,Santarem,BR,2021-03-21 16:36:37,-2.4431,-54.7083,82.4,74,40,5.75
230,Bereda,ES,2021-03-21 16:38:10,43.2686,-7.5406,53.01,63,0,14.0
231,Talnakh,RU,2021-03-21 16:38:11,69.4865,88.3972,-13.68,58,64,6.58
232,Soyo,AO,2021-03-21 16:38:11,-6.1349,12.3689,87.8,70,20,8.05
233,Hasaki,JP,2021-03-21 16:38:11,35.7333,140.8333,60.8,88,75,8.05
234,Vestmannaeyjar,IS,2021-03-21 16:38:11,63.4427,-20.2734,44.6,76,90,19.57
235,Nynashamn,SE,2021-03-21 16:38:12,58.9034,17.9479,41.0,44,85,3.0
236,Esperance,AU,2021-03-21 16:38:12,-33.8667,121.9,66.2,72,0,11.5
237,Puerto Escondido,MX,2021-03-21 16:38:12,15.85,-97.0667,84.2,79,1,8.05
238,Nantucket,US,2021-03-21 16:37:24,41.2835,-70.0995,46.4,81,1,5.75
239,Gat,IL,2021-03-21 16:34:01,31.61,34.7642,75.99,53,97,3.0
240,Victoria,HK,2021-03-21 16:33:15,22.2855,114.1577,63.0,68,79,1.01
241,Nouakchott,MR,2021-03-21 16:38:13,18.0858,-15.9785,86.0,21,0,17.27
242,Pombas,CV,2021-03-21 16:38:13,17.1503,-25.0201,75.2,57,75,21.85
243,Lucea,JM,2021-03-21 16:38:14,18.451,-78.1736,82.99,65,20,14.97
244,Pevek,RU,2021-03-21 16:38:14,69.7008,170.3133,-27.89,97,2,4.56
245,Guilin,CN,2021-03-21 16:38:14,25.2819,110.2864,51.8,82,40,4.47
246,Hobyo,SO,2021-03-21 16:38:15,5.3505,48.5268,79.59,77,41,13.18
247,Pacific Grove,US,2021-03-21 16:38:15,36.6177,-121.9166,51.8,76,1,2.93
248,Pita,GN,2021-03-21 16:38:16,10.8333,-12.5833,97.88,20,100,4.09
249,Perth,AU,2021-03-21 16:34:59,-31.9333,115.8333,72.0,78,0,5.75
250,Naro,IT,2021-03-21 16:38:16,37.2935,13.7936,55.4,88,40,4.61
251,Norman Wells,CA,2021-03-21 16:38:17,65.282,-126.8329,-23.8,76,20,1.74
252,Ancud,CL,2021-03-21 16:38:17,-41.8697,-73.8203,64.4,52,0,8.05
253,Bua Yai,TH,2021-03-21 16:38:17,15.5855,102.4259,90.0,58,42,15.01
254,Merauke,ID,2021-03-21 16:38:17,-8.4667,140.3333,80.85,81,96,5.75
255,Caxito,AO,2021-03-21 16:38:18,-8.5785,13.6643,78.8,89,75,5.75
256,San Jeronimo,PE,2021-03-21 16:38:18,-11.9472,-75.2829,59.59,62,95,1.7
257,Niceville,US,2021-03-21 16:38:19,30.5169,-86.4822,66.0,51,1,10.36
258,Rundu,NA,2021-03-21 16:38:19,-17.9333,19.7667,76.98,57,85,3.0
259,Souillac,MU,2021-03-21 16:38:19,-20.5167,57.5167,80.6,89,75,11.5
260,Thunder Bay,CA,2021-03-21 16:38:20,48.4001,-89.3168,51.8,43,75,11.5
261,Mahebourg,MU,2021-03-21 16:38:20,-20.4081,57.7,80.6,89,75,11.5
262,Alyangula,AU,2021-03-21 16:38:21,-13.8483,136.4192,81.59,82,91,11.18
263,Broken Hill,AU,2021-03-21 16:38:21,-31.95,141.4333,68.0,77,75,5.75
264,Atambua,ID,2021-03-21 16:38:21,-9.1061,124.8925,74.88,86,84,0.29
265,Fairbanks,US,2021-03-21 16:35:14,64.8378,-147.7164,-5.8,65,1,8.05
266,Thompson,CA,2021-03-21 16:38:22,55.7435,-97.8558,44.6,45,20,3.44
267,Lavrentiya,RU,2021-03-21 16:38:22,65.5833,-171.0,-0.04,81,100,4.76
268,Neuquen,AR,2021-03-21 16:36:29,-38.9516,-68.0591,78.8,25,0,9.22
269,Aklavik,CA,2021-03-21 16:38:23,68.2191,-135.0107,-25.6,75,20,2.3
270,Iralaya,HN,2021-03-21 16:38:23,15.0,-83.2333,84.2,74,40,5.75
271,Flin Flon,CA,2021-03-21 16:38:24,54.7682,-101.865,28.4,86,90,13.8
272,Kushiro,JP,2021-03-21 16:38:24,42.975,144.3747,35.01,99,100,9.95
273,Kabinda,CD,2021-03-21 16:38:24,-6.1333,24.4833,74.34,73,96,2.3
274,Krasnoselkup,RU,2021-03-21 16:38:25,65.7,82.4667,2.1,93,100,16.91
275,Chabahar,IR,2021-03-21 16:38:25,25.2919,60.643,77.02,61,0,17.6
276,Weyburn,CA,2021-03-21 16:38:25,49.6668,-103.8511,39.2,56,39,26.46
277,Saldanha,ZA,2021-03-21 16:38:26,-33.0117,17.9442,80.6,36,0,16.11
278,San Pedro,PH,2021-03-21 16:38:26,14.35,121.0167,84.2,74,20,5.75
279,Bonthe,SL,2021-03-21 16:38:27,7.5264,-12.505,85.55,55,24,12.15
280,San Patricio,US,2021-03-21 16:38:27,28.017,-97.5169,71.01,52,20,11.5
281,Evensk,RU,2021-03-21 16:38:27,61.95,159.2333,-4.02,95,100,6.71
282,Ariquemes,BR,2021-03-21 16:38:28,-9.9133,-63.0408,79.65,79,94,3.18
283,Labelle,US,2021-03-21 16:38:28,26.7617,-81.4384,66.2,63,40,6.91
284,Harper,LR,2021-03-21 16:38:28,4.375,-7.7169,82.49,78,67,11.01
285,Sabha,LY,2021-03-21 16:38:29,27.0377,14.4283,80.17,6,0,10.11
286,Sulangan,PH,2021-03-21 16:38:29,11.1373,123.7228,82.24,76,92,15.66
287,Warri,NG,2021-03-21 16:38:29,5.5167,5.75,85.53,65,38,8.86
288,Okha,RU,2021-03-21 16:38:30,53.5739,142.9478,21.0,87,100,12.12
289,Pitimbu,BR,2021-03-21 16:38:30,-7.4706,-34.8086,87.8,58,40,12.66
290,Maldonado,UY,2021-03-21 16:38:26,-34.6667,-54.9167,71.6,73,75,16.11
291,Zigong,CN,2021-03-21 16:38:31,29.3416,104.7769,48.58,89,100,4.61
292,Taltal,CL,2021-03-21 16:38:32,-25.4,-70.4833,72.41,65,5,7.85
293,Escalerillas,MX,2021-03-21 16:38:32,22.1333,-101.0667,55.4,58,1,1.43
